mjd,filter,visit,detector,DBid,base_PsfFlux_flux,base_PsfFlux_mag,base_PsfFlux_fluxErr,base_PsfFlux_magErr,base_PsfFlux_instFlux,base_PsfFlux_instFluxErr,base_PsfFlux_area,base_PsfFlux_flag,base_PsfFlux_flux_res,base_PsfFlux_instFlux_res,base_PsfFlux_flux_pull,base_PsfFlux_instFlux_pull
60685.058253219904,y,748062,18,v748062_d18,1406.1386604409718,23.529929627708817,1171.288797927936,0.9043991818980173,696.1856786157457,579.9103933348257,70.28185272216797,0,470.3716604409717,232.88315927749187,0.4015846999246308,0.4015847309414077
60685.063430221075,y,748072,131,v748072_d131,2131.69940755232,23.078185088753745,1152.7081756604678,0.5871076360021675,1054.4418594527956,570.1852790008618,68.13996124267578,0,1195.20440755232,591.2060365831458,1.0368664270707573,1.0368665385734244
60690.14059122454,y,751793,74,v751793_d74,1787.7906327917801,23.269208356393904,1198.8693206996732,0.7280806837122636,882.168575043581,591.5707956069218,75.32500457763672,0,68.19063279178022,33.648030288261,0.056879120696810746,0.056879126789448446
60690.16301922338,y,751843,73,v751843_d73,698.4562585910027,24.289651966885902,1320.195767702363,2.052217765582741,344.6843551014336,651.5094013971147,78.97246551513672,0,-1024.2537414089975,-505.46363637715405,-0.77583474092754,-0.775834754330826
60687.152694223376,z,749664,2,v749664_d2,446.67779181986066,24.775014098727766,578.3699273276856,1.405839245520949,473.49065183074447,613.0878761195358,47.871070861816406,0,-694.1822081801392,-735.8520890447024,-1.200239112340359,-1.2002391789284557
60687.16865922338,z,749697,69,v749697_d69,101.3234693928655,26.385724870131554,632.2767115084204,6.775189610300104,107.0383476090517,667.9385804311638,53.88251876831055,0,-1042.1465306071345,-1100.9260072824588,-1.6482443709193229,-1.648244373864129
60693.11888522106,r,753586,129,v753586_d129,2282.1182561703736,23.004154637007947,175.41876623733552,0.08345689579535062,4674.473819419438,359.3074970493982,30.788036346435547,0,60.14825617037377,123.20196290965396,0.342883817168086,0.34288725930123287
60739.02937722223,r,787960,131,v787960_d131,246.98640389065747,25.418317382820277,178.30085763277594,0.7837990003572515,500.2551646539458,361.1369697940252,64.73067474365234,0,-9.837596109342542,-19.92542173963932,-0.055174137914713865,-0.055174140025054205
60739.04890422338,r,788003,147,v788003_d147,69.26292307426449,26.798747960127116,177.86112231977174,2.7880755150116228,140.33435812820636,360.3663432684255,68.5256118774414,0,-187.30007692573548,-379.4907131562156,-1.0530692401062989,-1.053069245352763
60740.05788321991,r,788845,83,v788845_d83,-18.67058232899489,,253.82833987394264,14.76068681408006,-37.39709154706023,508.4170110625049,97.70692443847656,0,-262.44358232899486,-525.6733025972101,-1.0339412157812276,-1.0339412158901655
60696.13669222223,g,755808,6,v755808_d6,726.731171750748,24.246565527929533,92.2465936963152,0.13781638993194784,1714.5874467640099,217.63830949294456,60.96261215209961,0,-172.13782824925204,-406.1272873686669,-1.8660616219168653,-1.866065254388648
60730.085098219904,g,781459,139,v781459_d139,100.84827505742633,26.39082881426383,103.77145858415678,1.1172073051444922,237.0071534157397,243.87702671362317,72.55020904541016,0,20.355975057426335,47.839308115237486,0.19616159717865012,0.19616160144273706
60702.08980422338,u,760245,111,v760245_d111,-17015.650353398305,,192.52848358445212,0.01228487543722201,-7323.485220262741,82.7926422756829,38.886329650878906,0,-17050.768553398306,-7338.599988921046,-88.56231678529286,-88.63831117365454
60731.05535622452,u,782201,160,v782201_d160,-232.82576847004398,,188.16260162782325,0.8774584974476045,-99.8685453396661,80.71066344196768,44.411651611328125,0,-239.021788470044,-102.52627308329896,-1.270293811853313,-1.2702940195382866
60711.09851922338,i,766972,49,v766972_d49,1799.4116927387033,23.262173654407828,208.3139726854864,0.1256933157733303,2725.2294022720025,315.49256893602455,26.717121124267578,0,-182.36830726129665,-276.1988682171086,-0.8754492313227464,-0.8754528486948804
60711.118301224524,i,767014,97,v767014_d97,1639.2699251688296,23.363373822053898,208.0149503866973,0.13777435875457966,2483.629817744078,315.15863319143614,27.955581665039062,0,-341.1900748311705,-516.9312450368802,-1.6402190044364706,-1.6402255581648044
