mjd,filter,visit,detector,DBid,img_mask_area,x_image,y_image,in_ccd,matched,delta_flux,delta_ABmag,instFlux,instFluxErr,psf_eq_NA_px
60604.31976422338,i,693452,174,v693452_d174,0.0,4029.046193865442,107.09040002818915,1,1,7566.74,21.702727971313813,11379.245068423697,576.9157452413833,64.00385429818331
60570.26115722222,y,667146,24,v667146_d24,0.0,2048.4157577814417,425.748757773056,1,0,311.721,25.165584848038172,154.1432233003013,593.3644550409983,70.97599577740839
60574.224796224524,y,669788,165,v669788_d165,0.0,3783.348261399359,3630.4293931762086,1,0,2055.79,23.11755312703626,1013.4914865567573,639.7123681305642,82.0361400593973
60597.15457022107,y,687264,93,v687264_d93,0.0,1144.9498652537459,153.04731265490818,1,0,4520.46,22.262043423316232,2185.20488156389,800.2904837816855,129.56624139494429
60578.31825022106,r,671755,119,v671755_d119,0.0,1521.8504590215746,2887.2326890555164,1,1,6601.17,21.85094770678516,13274.379132917285,407.01335271847734,83.60482399550898
60578.351166224544,r,671824,80,v671824_d80,0.0,948.235564487029,1269.9787827643656,1,1,6630.12,21.84619652783188,13384.375323991822,404.3979055682188,77.75309976108151
60578.377732222216,r,671875,7,v671875_d7,0.0,3571.9645488923916,1525.9330022716276,1,1,6653.52,21.842371333311274,13387.267511321408,420.8032110460831,84.57376532456915
60583.2976632199,r,676160,152,v676160_d152,0.0,1020.3091021952149,397.78632998930925,1,1,10514.3,21.345549089007832,21311.973074731846,324.10654734580345,64.57911909687037
60583.32928422338,r,676221,85,v676221_d85,0.0,3454.921102176627,457.2361230905476,1,1,10533.0,21.343619789537463,21402.103360680736,321.62018531368165,63.09530351716194
60584.20400321992,r,676797,25,v676797_d25,0.0,1785.5924118761948,201.76159247083683,1,1,11013.7,21.2951668933882,22484.448471241416,301.67841288104137,50.54267453367581
60584.229031224524,r,676851,82,v676851_d82,0.0,1465.193401147911,2398.066321503185,1,1,11026.3,21.293925488880912,22526.173655856095,289.9245033574001,48.230425770309196
60605.19969522106,r,694006,20,v694006_d20,0.0,21.696631609898304,1399.850628524236,1,1,7851.16,21.66266542999018,16108.794419394979,342.273426627356,35.50456232014592
60605.26371821991,r,694139,158,v694139_d158,0.0,2475.6146307892604,2456.6005402799315,1,1,7823.58,21.66648618050077,15990.302403448346,393.80931072518223,32.99428378594259
60605.31141122454,r,694239,142,v694239_d142,0.0,2832.304704155988,666.2680034931875,1,1,7803.0,21.66934598271116,15987.400367033095,395.52284369467543,32.37895050326897
60606.210164223376,r,694824,147,v694824_d147,0.0,3362.645081789723,2886.118463193374,1,1,7423.26,21.72351331999515,15106.630461808445,303.90665737900497,59.28510873920297
60606.221845221065,r,694850,128,v694850_d128,0.0,2203.6606550515635,3669.89866935537,1,1,7418.43,21.724219992355792,15115.391309783221,349.4540479344712,54.037679565136486
60606.23864722223,r,694887,181,v694887_d181,0.0,3886.054101109102,2960.9626448108465,1,1,7411.48,21.725237647510205,15067.911623882772,377.5250466966278,57.36491094332589
60648.08589722223,r,722452,57,v722452_d57,0.0,1091.8153348280098,2958.5494270878207,1,1,1224.85,23.679792733679292,2503.669776674352,206.34225116230806,31.241056032475772
60585.18848122454,u,677633,130,v677633_d130,0.0,3501.0245800283874,1287.3618881380107,1,1,3338.69,22.59105975914717,1433.926426908987,84.56131550512707,46.00239264172031
60612.13160222222,u,699457,29,v699457_d29,0.0,1660.1800520948118,939.8254884928454,1,0,266.738,25.3347877737232,114.63689653220086,51.888228456132666,20.91342214551637
60601.337435221074,z,691019,178,v691019_d178,0.0,3660.71500161761,1137.06515272877,1,1,5684.34,22.013299883288347,6028.95737949011,574.5860445562831,35.761212316201316
60625.05491122452,z,707632,80,v707632_d80,0.0,1898.7738767711828,1963.9559644752096,1,1,4063.87,22.377650483100734,4284.206846156002,597.9038056130253,65.67087226783708
60625.068296224534,z,707661,54,v707661_d54,0.0,3788.772891534036,1961.9918138902747,1,1,4062.4,22.378043291175878,4267.165720106497,603.670712501791,67.38997037508028
60625.06874922339,z,707662,94,v707662_d94,0.0,1177.5578991098255,3313.623242079298,1,1,4062.35,22.378056654494195,4289.219633151404,583.1263731783138,62.57190954381852
60630.23520922338,z,711856,119,v711856_d119,0.0,2148.770599145306,2584.3660713250993,1,0,3269.87,22.613673783031953,3410.275507696011,909.5639315556283,90.31302278511397
60631.238299223376,z,712573,160,v712573_d160,0.0,3540.7328165954514,1896.9914614863724,1,0,3115.35,22.66623288653305,3261.0685521621876,781.7119901166817,79.39313004163039
60651.05015622452,z,724499,164,v724499_d164,0.0,2118.503954539514,3184.2447697685343,1,0,1372.89,23.555910645813405,1450.422465462032,439.1470967157224,53.401751057706214
60610.10417022106,g,697808,140,v697808_d140,0.0,3658.413123561151,1046.6936265932418,1,1,2492.41,22.908451287364294,5923.932058091256,178.66034955426545,35.194813936239946
60610.10506622454,g,697810,62,v697810_d62,0.0,2186.5031331127057,2119.7959235712956,1,1,2492.2,22.908542770791538,5922.715080444423,173.9689566925017,33.01009792968597
60610.12440722224,g,697846,72,v697846_d72,0.0,1812.5781075550792,3504.2488635883265,1,1,2487.65,22.91052680689959,5918.0310977821755,167.46543977596932,30.80506940063862
