mjd,filter,visit,detector,DBid,base_PsfFlux_flux,base_PsfFlux_mag,base_PsfFlux_fluxErr,base_PsfFlux_magErr,base_PsfFlux_instFlux,base_PsfFlux_instFluxErr,base_PsfFlux_area,base_PsfFlux_flag,base_PsfFlux_flux_res,base_PsfFlux_instFlux_res,base_PsfFlux_flux_pull,base_PsfFlux_instFlux_pull
61327.17668622454,r,1192126,75,v1192126_d75,-69787.7587496992,,342.860004202042,0.0053341091101780915,-142442.38377735048,698.8793541864477,49.930782318115234,0,-69853.4591496992,-142576.48353580083,-203.73755554332803,-204.00729064571013
61328.210415221074,r,1193023,50,v1193023_d50,108622.6084528919,18.810199430780422,513.9008193625888,0.005136690539693768,221903.21810159006,1048.4123423928788,52.08893966674805,0,108500.8484528919,221654.47673714595,211.13188452874962,211.41917905243795
61373.2597932199,r,1218555,179,v1218555_d179,-18467.990008140605,,412.9390081185304,0.0242767529803499,-37766.16753972907,844.3595368840885,45.30523681640625,0,-21313.170008140605,-43584.426295193094,-51.61336078480348,-51.618326543727136
61375.211654223385,r,1219886,159,v1219886_d159,-90310.21936657635,,279.85100287856994,0.003364451641179239,-184881.0761246225,570.7725623469021,36.61737060546875,0,-92852.99936657635,-190086.5988887733,-331.7944134967641,-333.03387623815587
61389.14461622452,r,1228800,103,v1228800_d103,23540.754350450097,20.470449061357968,429.4355213442378,0.019806234166990774,48018.339819265835,875.8867973509714,51.277076721191406,0,22391.304350450097,45673.696147972456,52.14124877317987,52.145661158619816
61404.19594922338,r,1234003,28,v1234003_d28,58481.26009198343,19.48245819558465,475.4554996236009,0.008827088350708633,119624.2797024829,971.8251789037007,46.03525161743164,0,57857.58809198343,118348.54943173872,121.6887555991822,121.77966984272386
61332.30517321991,i,1196406,77,v1196406_d77,-49070.79506096812,,442.38809119980823,0.009788240980662782,-74366.19909726344,670.1233321025051,35.862483978271484,0,-50011.69806096812,-75792.12626519044,-113.04937690644101,-113.1017569965717
61334.228442222215,i,1197816,108,v1197816_d108,-71747.06722487394,,469.9895185042827,0.007112271704397003,-108568.8917650306,710.1374234025944,38.28950881958008,0,-73430.90722487394,-111116.90731159846,-156.23945712356308,-156.47240048156644
61334.22889122454,i,1197817,94,v1197817_d94,-73376.75462236209,,453.92069876291686,0.006716543124214593,-110881.37215222428,684.8574388983374,38.4515266418457,0,-75060.78462236209,-113426.15023768901,-165.3610087112736,-165.62008937239037
61334.24788522106,i,1197853,97,v1197853_d97,-90373.55723679789,,426.54568181198636,0.005124464543462114,-137181.2224286758,645.8703501317588,37.1907958984375,0,-92065.41723679789,-139749.35662715658,-215.83952472733898,-216.3736988369995
61336.33848722222,i,1198840,32,v1198840_d32,-32512.393876084952,,522.3092557094751,0.017442273588509322,-49103.86775959253,788.6965789173996,44.99693298339844,0,-35052.47387608495,-52940.18177861442,-67.11057384666039,-67.12363562078903
61355.22487321992,i,1205981,29,v1205981_d29,-94140.14434586128,,349.5579669040011,0.004031518572299738,-142911.01630250752,529.2704965335477,31.902507781982422,0,-100823.73434586127,-153057.15157865622,-288.43208821371377,-289.1851191046972
61364.221587222215,i,1212011,181,v1212011_d181,-68434.39568925033,,455.2984297058757,0.007223472701445121,-103606.53500206453,688.212345472635,37.69730758666992,0,-74031.44568925034,-112080.21188476103,-162.59982652932692,-162.8570202526505
61364.245325221076,i,1212058,131,v1212058_d131,-36347.39016984333,,487.2284056235024,0.014554044114312156,-54961.11343465542,736.5466604929057,41.6087760925293,0,-41940.00016984333,-63417.73359828994,-86.07872547203614,-86.10144747089076
61364.245773219904,i,1212059,110,v1212059_d110,-64656.183647248494,,453.7297541858666,0.007619237534700459,-97986.76623886859,686.9430181896404,37.697662353515625,0,-70248.70364724849,-106462.25797088823,-154.82498777999842,-154.97975108831778
61365.27712422338,i,1212833,182,v1212833_d182,83394.69187917083,19.097153978949724,762.100711657223,0.00992197843379585,124011.04985535858,1132.8638748182036,84.8664321899414,0,77999.38187917083,115988.02054355861,102.3478664775914,102.38478172160957
61371.26314522106,i,1217152,93,v1217152_d93,25661.538791213607,20.376793261904325,596.4888481737222,0.025237361775765008,38916.08635431532,904.4513246090166,32.646095275878906,0,21536.358791213606,32660.192566602906,36.105216144697025,36.11050332722053
61391.061261224524,i,1229644,188,v1229644_d188,120554.25325639262,18.697043656845594,645.044095948676,0.005809398753832991,182277.10796965248,973.6350171247614,43.1783561706543,0,118271.82325639263,178826.09128375954,183.35463265104144,183.66850836142925
61391.08021722224,i,1229685,108,v1229685_d108,108604.99410177614,18.81037550912909,627.4281409756551,0.0062724689060152106,164452.96332899446,948.6993800402088,40.56481170654297,0,106324.07410177615,160999.12535203318,169.46016150382016,169.70510231092334
61393.20408722223,i,1231296,142,v1231296_d142,-86868.5831105818,,492.54298051622345,0.006156100712097364,-131709.03311807674,745.425389056141,25.879987716674805,0,-88977.52311058181,-134906.5809352254,-180.64925626861321,-180.97932122495098
61394.16241922338,i,1231906,157,v1231906_d157,25366.877415935527,20.3893324744853,594.2798235696566,0.025435969497826883,38483.691515890125,901.4164297335185,30.04094696044922,0,23336.737415935528,35403.79799123465,39.26893778045316,39.27574073805256
61394.18031821992,i,1231943,143,v1231943_d143,53163.958001156716,19.585956734387523,595.6359868577662,0.012164322975618997,80652.90965131558,903.1998601271367,32.61478805541992,0,51135.278001156716,77575.28054123558,85.8498800096299,85.88938502527655
61334.12633922338,z,1197612,76,v1197612_d76,71580.00071192312,19.263020754066474,1006.9750519465224,0.015273948872766976,75715.07196514057,1064.7916614912494,50.74495315551758,0,70097.25071192312,74146.66568070739,69.61170545032111,69.63490451912854
